fellow_id,first_name,last_name,state,alc_code,cohort_number,track,enrollment_date,completion_status,certification_status,geopolitical_zone
3MTT-F00848,Fatima,Ibrahim,Katsina,ALC-039,4,UI/UX Design,2024-07-18,incomplete,not certified,North-West
3MTT-F00167,Ifeanyi,Yakubu,Cross River,ALC-027,3,DevOps,2024-07-18,complete,not certified,South-South
3MTT-F00131,Dele,Okafor,Nasarawa,ALC-051,4,Data Analysis,2024-07-18,complete,certified,North-Central
3MTT-F00037,Chukwuemeka,Garba,Bauchi,ALC-006,4,UI/UX Design,2024-07-19,incomplete,not certified,North-East
3MTT-F01135,Fatima,Okonkwo,Taraba,ALC-017,4,Cybersecurity,2024-07-19,complete,certified,North-Central
3MTT-F00743,Ifeanyi,Chukwu,Gombe,ALC-026,3,DevOps,2024-07-19,complete,certified,North-East
3MTT-F00170,Obinna,Chukwu,Delta,ALC-023,4,Cloud Computing,2024-07-19,complete,certified,South-South
3MTT-F01120,Umar,Ibrahim,Akwa Ibom,ALC-024,4,DevOps,2024-07-19,complete,certified,North-West
3MTT-F00439,Chukwuemeka,Olawale,Lagos,ALC-016,3,Cloud Computing,2024-07-20,incomplete,not certified,South-West
3MTT-F00309,Umar,Hassan,Oyo,ALC-049,3,DevOps,2024-07-20,complete,certified,South-West
3MTT-F00477,Zainab,Ojo,Yobe,ALC-050,3,UI/UX Design,2024-07-21,incomplete,not certified,North-East
3MTT-F00222,Amina,Adegoke,Rivers,ALC-053,3,Cloud Computing,2024-07-21,complete,certified,North-West
3MTT-F00190,Dele,Aliyu,Ekiti,ALC-045,4,Software Development,2024-07-21,incomplete,not certified,North-Central
3MTT-F00356,Temitope,Ojo,Osun,ALC-046,3,UI/UX Design,2024-07-21,complete,certified,South-West
3MTT-F00862,Oluwafemi,Okonkwo,Kano,ALC-004,3,DevOps,2024-07-22,complete,certified,North-West
3MTT-F00509,Dele,Garba,Kaduna,ALC-005,4,Product Management,2024-07-22,complete,certified,North-West
3MTT-F00211,Chinwe,Badmus,Ebonyi,ALC-038,3,Software Development,2024-07-22,complete,certified,South-East
3MTT-F00781,Halima,Garba,Akwa Ibom,ALC-010,4,Cloud Computing,2024-07-22,complete,certified,South-South
3MTT-F00929,Suleiman,Ibrahim,Bayelsa,ALC-021,3,AI/ML,2024-07-22,complete,certified,South-South
3MTT-F00399,Obinna,Badmus,Taraba,ALC-024,4,Cloud Computing,2024-07-22,complete,certified,North-West
3MTT-F00552,Obinna,Musa,Cross River,ALC-010,4,Cybersecurity,2024-07-23,complete,certified,South-South
3MTT-F00601,Grace,Anyanwu,Ebonyi,ALC-038,4,UI/UX Design,2024-07-23,complete,certified,South-East
3MTT-F00921,Maryam,Bello,Lagos,ALC-016,3,Software Development,2024-07-23,complete,certified,South-West
3MTT-F00763,Dele,Ibrahim,Kebbi,ALC-003,3,DevOps,2024-07-23,complete,certified,North-West
3MTT-F00383,Fatima,Olawale,Ogun,ALC-024,3,Software Development,2024-07-24,incomplete,not certified,North-West
3MTT-F01078,Suleiman,Afolabi,Jigawa,ALC-031,4,UI/UX Design,2024-07-25,complete,not certified,North-West
3MTT-F00296,Halima,Ibrahim,Oyo,ALC-049,4,UI/UX Design,2024-07-25,complete,certified,South-West
3MTT-F01059,Yusuf,Aliyu,Plateau,ALC-007,3,DevOps,2024-07-25,complete,not certified,North-Central
3MTT-F01103,Maryam,Musa,Plateau,ALC-033,3,Cloud Computing,2024-07-26,incomplete,not certified,North-Central
3MTT-F00991,Halima,Aliyu,Jigawa,ALC-031,4,Software Development,2024-07-26,complete,not certified,North-West
3MTT-F01040,Dele,Chukwu,Niger,ALC-034,4,Product Management,2024-07-26,complete,certified,North-Central
3MTT-F00822,Temitope,Anyanwu,Akwa Ibom,ALC-017,4,Data Analysis,2024-07-26,complete,certified,North-Central
3MTT-F00252,Fatima,Abubakar,Enugu,ALC-048,4,Cybersecurity,2024-07-26,complete,certified,South-East
3MTT-F00511,Oluwafemi,Ike,Katsina,ALC-039,4,Cloud Computing,2024-07-26,complete,certified,North-West
3MTT-F01042,Kayode,Abubakar,Osun,ALC-018,4,DevOps,2024-07-27,complete,certified,South-West
3MTT-F01131,Nnamdi,Okafor,Yobe,ALC-019,3,UI/UX Design,2024-07-27,complete,certified,North-East
3MTT-F00001,Halima,Musa,Niger,ALC-013,3,AI/ML,2024-07-27,complete,certified,North-Central
3MTT-F00279,Nnamdi,Okonkwo,Kogi,ALC-011,4,Cybersecurity,2024-07-27,complete,certified,North-Central
3MTT-F00686,Chukwuemeka,Adeyemi,Akwa Ibom,ALC-005,3,UI/UX Design,2024-07-27,complete,certified,North-West
3MTT-F00550,Bola,Aliyu,Abuja,ALC-025,3,Cybersecurity,2024-07-27,complete,certified,North-Central
3MTT-F00493,Chiamaka,Musa,Niger,ALC-034,4,UI/UX Design,2024-07-28,complete,certified,North-Central
3MTT-F00103,Nnamdi,Nwosu,Abia,ALC-048,4,DevOps,2024-07-28,complete,certified,South-East
3MTT-F01087,Halima,Okonkwo,Imo,ALC-035,4,Software Development,2024-07-28,complete,certified,South-East
3MTT-F00040,Chiamaka,Okafor,Kebbi,ALC-003,3,UI/UX Design,2024-07-28,incomplete,not certified,North-West
3MTT-F01041,Temitope,Chukwu,Borno,ALC-030,3,Cybersecurity,2024-07-28,complete,certified,North-East
3MTT-F00485,Maryam,Olawale,Kogi,ALC-052,4,Cloud Computing,2024-07-28,incomplete,not certified,North-Central
3MTT-F00430,Suleiman,Nwosu,Rivers,ALC-013,3,UI/UX Design,2024-07-28,complete,certified,North-Central
3MTT-F00819,Obinna,Badmus,Kogi,ALC-UNKNOWN,3,Data Analysis,2024-07-29,complete,not certified,
3MTT-F00352,Nneka,Bello,Kogi,ALC-040,4,Product Management,2024-07-29,incomplete,not certified,North-Central
3MTT-F00726,Kayode,Ibrahim,Taraba,ALC-036,3,AI/ML,2024-07-29,complete,certified,North-Central
3MTT-F00051,Nnamdi,Afolabi,Edo,ALC-041,3,Data Analysis,2024-07-29,complete,certified,South-South
3MTT-F00971,Bola,Chukwu,Kaduna,ALC-005,4,Software Development,2024-07-29,complete,certified,North-West
3MTT-F01074,Ifeanyi,Yakubu,Zamfara,ALC-004,3,AI/ML,2024-07-31,incomplete,not certified,North-West
3MTT-F01029,Segun,Nwosu,Katsina,ALC-039,4,AI/ML,2024-07-31,complete,not certified,North-West
3MTT-F00163,Bola,Bello,Enugu,ALC-048,4,AI/ML,2024-07-31,complete,certified,South-East
3MTT-F00183,Umar,Ojo,Imo,ALC-044,3,Data Analysis,2024-07-31,incomplete,not certified,South-East
3MTT-F00956,Segun,Okonkwo,Ebonyi,ALC-038,4,Software Development,2024-07-31,complete,certified,South-East
3MTT-F00310,Halima,Garba,Ogun,ALC-041,4,DevOps,2024-07-31,complete,certified,South-South
3MTT-F00283,Kayode,Yakubu,Zamfara,ALC-011,3,Cybersecurity,2024-08-01,complete,certified,North-Central
3MTT-F00709,Amina,Okonkwo,Ondo,ALC-008,4,Cloud Computing,2024-08-01,complete,certified,South-West
3MTT-F01022,Obinna,Bello,Delta,ALC-023,3,Data Analysis,2024-08-01,incomplete,not certified,South-South
3MTT-F00722,Yusuf,Sule,Kebbi,ALC-003,4,DevOps,2024-08-02,complete,certified,North-West
3MTT-F00765,Temitope,Adeyemi,Edo,ALC-041,3,Software Development,2024-08-02,incomplete,not certified,South-South
3MTT-F00386,Yusuf,Adegoke,Bauchi,ALC-006,3,Data Analysis,2024-08-02,incomplete,not certified,North-East
3MTT-F00691,Kayode,Olawale,Benue,ALC-002,4,Product Management,2024-08-03,complete,certified,North-Central
3MTT-F00849,Umar,Lawal,Delta,ALC-023,3,Software Development,2024-08-03,incomplete,not certified,South-South
3MTT-F00612,Chiamaka,Adegoke,Kaduna,ALC-053,4,Data Analysis,2024-08-03,complete,certified,North-West
3MTT-F00719,Suleiman,Abubakar,Nasarawa,ALC-051,3,Product Management,2024-08-03,complete,certified,North-Central
3MTT-F01044,Halima,Olawale,Ekiti,ALC-UNKNOWN,4,DevOps,2024-08-04,incomplete,not certified,
3MTT-F01075,Ifeanyi,Nwosu,Bauchi,ALC-006,3,Cloud Computing,2024-08-04,complete,not certified,North-East
3MTT-F00572,Nnamdi,Olawale,Yobe,ALC-050,4,Product Management,2024-08-04,complete,certified,North-East
3MTT-F00891,Oluwafemi,Nwosu,Ekiti,ALC-020,4,Cybersecurity,2024-08-04,incomplete,not certified,South-West
3MTT-F00890,Chiamaka,Badmus,Cross River,ALC-010,3,Product Management,2024-08-04,complete,certified,South-South
3MTT-F00120,Obinna,Garba,Osun,ALC-046,3,Cloud Computing,2024-08-04,complete,certified,South-West
3MTT-F00196,Maryam,Okonkwo,Oyo,ALC-049,4,Cybersecurity,2024-08-05,complete,certified,South-West
3MTT-F00529,Fatima,Ibrahim,Katsina,ALC-039,4,UI/UX Design,2024-08-05,incomplete,not certified,North-West
3MTT-F00468,Temitope,Badmus,Bayelsa,ALC-021,4,Cybersecurity,2024-08-05,incomplete,not certified,South-South
3MTT-F00998,Babatunde,Sule,Rivers,ALC-042,3,UI/UX Design,2024-08-05,complete,certified,South-West
3MTT-F00236,Nneka,Ojo,Bayelsa,ALC-021,3,Cloud Computing,2024-08-05,incomplete,not certified,South-South
3MTT-F00067,Babatunde,Adeyemi,Zamfara,ALC-037,4,UI/UX Design,2024-08-05,incomplete,not certified,South-East
3MTT-F00879,Nneka,Olawale,Katsina,ALC-039,3,Product Management,2024-08-06,complete,not certified,North-West
3MTT-F00189,Kayode,Anyanwu,Adamawa,ALC-043,4,Cybersecurity,2024-08-06,incomplete,not certified,North-East
3MTT-F00004,Ekene,Afolabi,Kaduna,ALC-005,4,AI/ML,2024-08-07,complete,certified,North-West
3MTT-F00343,Bola,Nwosu,Lagos,ALC-016,4,Cloud Computing,2024-08-07,complete,certified,South-West
3MTT-F00023,Nneka,Olawale,Ekiti,ALC-031,3,Data Analysis,2024-08-07,incomplete,not certified,North-West
3MTT-F01130,Suleiman,Effiong,Kaduna,ALC-005,3,Data Analysis,2024-08-07,complete,not certified,North-West
3MTT-F00914,Nneka,Effiong,Niger,ALC-034,4,Data Analysis,2024-08-07,incomplete,not certified,North-Central
3MTT-F00733,Ekene,Abubakar,Yobe,ALC-050,4,Cybersecurity,2024-08-07,complete,not certified,North-East
3MTT-F00939,Adaeze,Anyanwu,Ondo,ALC-042,4,Product Management,2024-08-07,complete,certified,South-West
3MTT-F00438,Suleiman,Eze,Ebonyi,ALC-037,3,Data Analysis,2024-08-08,complete,certified,South-East
3MTT-F00813,Grace,Sule,Yobe,ALC-050,3,Cloud Computing,2024-08-08,complete,not certified,North-East
3MTT-F01111,Grace,Okonkwo,Rivers,ALC-032,3,Product Management,2024-08-09,complete,certified,South-East
3MTT-F00536,Grace,Afolabi,Akwa Ibom,ALC-023,4,Software Development,2024-08-09,complete,certified,South-South
3MTT-F00047,Temitope,Eze,Imo,ALC-035,4,Product Management,2024-08-09,complete,certified,South-East
3MTT-F00807,Maryam,Badmus,Cross River,ALC-010,3,Software Development,2024-08-10,complete,not certified,South-South
3MTT-F00861,Adaeze,Lawal,Yobe,ALC-050,3,Cloud Computing,2024-08-11,incomplete,not certified,North-East
3MTT-F00122,Chukwuemeka,Lawal,Nasarawa,ALC-051,4,DevOps,2024-08-11,complete,certified,North-Central
3MTT-F00202,Oluwafemi,Nwosu,Rivers,ALC-034,4,AI/ML,2024-08-11,incomplete,not certified,North-Central
3MTT-F00444,Chiamaka,Eze,Katsina,ALC-039,4,DevOps,2024-08-11,complete,certified,North-West
3MTT-F01045,Maryam,Olawale,Zamfara,ALC-042,3,Cybersecurity,2024-08-11,incomplete,not certified,South-West
3MTT-F00713,Obinna,Garba,Abuja,ALC-025,3,UI/UX Design,2024-08-12,complete,certified,North-Central
3MTT-F00751,Chiamaka,Eze,Oyo,ALC-049,3,DevOps,2024-08-12,incomplete,not certified,South-West
3MTT-F00322,Umar,Nwachukwu,Lagos,ALC-016,3,Cybersecurity,2024-08-12,incomplete,not certified,South-West
3MTT-F00139,Yusuf,Effiong,Osun,ALC-046,3,Data Analysis,2024-08-12,complete,certified,South-West
3MTT-F01051,Grace,Adeyemi,Lagos,ALC-016,4,Software Development,2024-08-12,incomplete,not certified,South-West
3MTT-F00453,Nnamdi,Anyanwu,Rivers,ALC-032,3,Data Analysis,2024-08-12,complete,certified,South-East
3MTT-F00233,Fatima,Yakubu,Kaduna,ALC-005,3,Cybersecurity,2024-08-13,complete,certified,North-West
3MTT-F00886,Ekene,Aliyu,Lagos,ALC-016,4,AI/ML,2024-08-13,complete,certified,South-West
3MTT-F00039,Ifeanyi,Effiong,Kano,ALC-004,3,UI/UX Design,2024-08-13,complete,certified,North-West
3MTT-F00136,Amina,Ojo,Cross River,ALC-027,3,Software Development,2024-08-13,complete,certified,South-South
3MTT-F00269,Grace,Nwosu,Jigawa,ALC-031,4,Data Analysis,2024-08-13,complete,not certified,North-West
3MTT-F00528,Nneka,Garba,Akwa Ibom,ALC-049,3,DevOps,2024-08-13,complete,certified,South-West
3MTT-F00406,Ekene,Yakubu,Abuja,ALC-025,3,Software Development,2024-08-14,complete,certified,North-Central
3MTT-F00324,Yusuf,Adeyemi,Ekiti,ALC-UNKNOWN,4,Product Management,2024-08-14,complete,certified,
3MTT-F00694,Segun,Chukwu,Bauchi,ALC-006,3,Product Management,2024-08-14,incomplete,not certified,North-East
3MTT-F00901,Fatima,Nwachukwu,Bauchi,ALC-006,4,AI/ML,2024-08-15,incomplete,not certified,North-East
3MTT-F00353,Ifeanyi,Aliyu,Kaduna,ALC-UNKNOWN,3,Software Development,2024-08-15,incomplete,not certified,
3MTT-F00628,Temitope,Chukwu,Ogun,ALC-044,3,AI/ML,2024-08-15,complete,certified,South-East
3MTT-F00888,Temitope,Anyanwu,Akwa Ibom,ALC-003,3,DevOps,2024-08-15,incomplete,not certified,North-West
3MTT-F00374,Dele,Okafor,Kebbi,ALC-024,3,Data Analysis,2024-08-16,complete,not certified,North-West
3MTT-F00390,Amina,Sule,Kwara,ALC-025,4,Product Management,2024-08-16,incomplete,not certified,North-Central
3MTT-F01133,Nneka,Bello,Enugu,ALC-048,4,Data Analysis,2024-08-16,complete,not certified,South-East
3MTT-F00144,Temitope,Ojo,Niger,ALC-013,4,AI/ML,2024-08-16,complete,certified,North-Central
3MTT-F00964,Kayode,Eze,Kaduna,ALC-005,4,AI/ML,2024-08-17,complete,certified,North-West
3MTT-F00839,Nneka,Aliyu,Ekiti,ALC-036,4,Cybersecurity,2024-08-18,complete,certified,North-Central
3MTT-F00898,Umar,Nwachukwu,Kaduna,ALC-005,3,Product Management,2024-08-18,complete,certified,North-West
3MTT-F00034,Chukwuemeka,Okonkwo,Katsina,ALC-039,3,AI/ML,2024-08-18,incomplete,not certified,North-West
3MTT-F00965,Chinwe,Eze,Niger,ALC-009,3,Cybersecurity,2024-08-18,incomplete,not certified,North-Central
3MTT-F00882,Bola,Musa,Oyo,ALC-049,3,Product Management,2024-08-18,incomplete,not certified,South-West
3MTT-F00573,Bola,Afolabi,Kaduna,ALC-022,3,Cloud Computing,2024-08-18,complete,certified,North-West
3MTT-F00250,Chukwuemeka,Adeyemi,Jigawa,ALC-014,3,DevOps,2024-08-18,complete,certified,North-West
3MTT-F00021,Oluwafemi,Badmus,Yobe,ALC-050,3,Software Development,2024-08-18,complete,certified,North-East
3MTT-F00524,Chinwe,Adeyemi,Imo,ALC-044,3,Cloud Computing,2024-08-19,complete,certified,South-East
3MTT-F00488,Babatunde,Abubakar,Nasarawa,ALC-051,3,Product Management,2024-08-19,incomplete,not certified,North-Central
3MTT-F01047,Chinwe,Sule,Kwara,ALC-042,4,Data Analysis,2024-08-19,incomplete,not certified,South-West
3MTT-F00656,Dele,Adegoke,Rivers,ALC-047,4,AI/ML,2024-08-20,complete,certified,North-West
3MTT-F00638,Grace,Olawale,Abia,ALC-030,3,AI/ML,2024-08-20,complete,certified,North-East
3MTT-F01126,Grace,Okonkwo,Kwara,ALC-044,4,Product Management,2024-08-21,incomplete,not certified,South-East
3MTT-F00752,Chinwe,Okafor,Edo,ALC-041,3,AI/ML,2024-08-21,incomplete,not certified,South-South
3MTT-F00810,Chiamaka,Hassan,Kaduna,ALC-053,4,AI/ML,2024-08-21,complete,certified,North-West
3MTT-F01060,Ifeanyi,Anyanwu,Rivers,ALC-049,4,UI/UX Design,2024-08-21,complete,certified,South-West
3MTT-F00824,Halima,Bello,Anambra,ALC-032,3,UI/UX Design,2024-08-21,complete,certified,South-East
3MTT-F00216,Halima,Yakubu,Sokoto,ALC-047,3,Product Management,2024-08-22,complete,certified,North-West
3MTT-F01118,Dele,Nwosu,Ebonyi,ALC-037,3,Product Management,2024-08-22,complete,certified,South-East
3MTT-F00294,Nnamdi,Chukwu,Anambra,ALC-032,4,Cybersecurity,2024-08-22,incomplete,not certified,South-East
3MTT-F00801,Fatima,Ike,Nasarawa,ALC-051,4,Data Analysis,2024-08-22,complete,certified,North-Central
3MTT-F00301,Chinwe,Ike,Oyo,ALC-049,4,UI/UX Design,2024-08-22,complete,certified,South-West
3MTT-F00615,Oluwafemi,Ibrahim,Kano,ALC-004,4,Product Management,2024-08-22,complete,not certified,North-West
3MTT-F00860,Bola,Eze,Ekiti,ALC-025,3,Cloud Computing,2024-08-22,incomplete,not certified,North-Central
3MTT-F01008,Fatima,Sule,Bauchi,ALC-006,4,Cybersecurity,2024-08-23,incomplete,not certified,North-East
3MTT-F00371,Kayode,Sule,Edo,ALC-041,3,Data Analysis,2024-08-23,incomplete,not certified,South-South
3MTT-F00394,Babatunde,Eze,Benue,ALC-012,3,Product Management,2024-08-24,complete,certified,North-Central
3MTT-F00684,Segun,Okafor,Anambra,ALC-UNKNOWN,4,Cybersecurity,2024-08-24,complete,certified,
3MTT-F00437,Suleiman,Anyanwu,Ogun,ALC-039,4,DevOps,2024-08-24,incomplete,not certified,North-West
3MTT-F01140,Dele,Okonkwo,Enugu,ALC-048,3,Cybersecurity,2024-08-25,complete,certified,South-East
3MTT-F00829,Oluwafemi,Abubakar,Gombe,ALC-026,4,UI/UX Design,2024-08-25,complete,certified,North-East
3MTT-F00031,Segun,Lawal,Enugu,ALC-048,3,Data Analysis,2024-08-26,incomplete,not certified,South-East
3MTT-F00089,Segun,Olawale,Gombe,ALC-026,4,Cloud Computing,2024-08-26,complete,certified,North-East
3MTT-F00587,Adaeze,Afolabi,Abia,ALC-036,4,Product Management,2024-08-26,incomplete,not certified,North-Central
3MTT-F00257,Yusuf,Bello,Kano,ALC-004,4,Cybersecurity,2024-08-26,complete,certified,North-West
3MTT-F00449,Umar,Ojo,Gombe,ALC-026,4,Software Development,2024-08-26,incomplete,not certified,North-East
3MTT-F00907,Yusuf,Ibrahim,Borno,ALC-030,3,Software Development,2024-08-26,incomplete,not certified,North-East
3MTT-F00335,Grace,Nwosu,Nasarawa,ALC-051,3,Product Management,2024-08-27,complete,certified,North-Central
3MTT-F00707,Nneka,Eze,Bayelsa,ALC-021,3,AI/ML,2024-08-27,incomplete,not certified,South-South
3MTT-F00084,Amina,Lawal,Ogun,ALC-025,4,Data Analysis,2024-08-28,complete,certified,North-Central
3MTT-F00048,Dele,Sule,Abia,ALC-030,4,Cybersecurity,2024-08-28,incomplete,not certified,North-East
3MTT-F00231,Babatunde,Eze,Sokoto,ALC-047,4,Cloud Computing,2024-08-28,complete,certified,North-West
3MTT-F00035,Amina,Abubakar,Bauchi,ALC-006,3,Data Analysis,2024-08-28,incomplete,not certified,North-East
3MTT-F00994,Halima,Adeyemi,Imo,ALC-035,3,Cloud Computing,2024-08-28,complete,certified,South-East
3MTT-F00146,Dele,Ibrahim,Delta,ALC-023,4,AI/ML,2024-08-28,complete,certified,South-South
3MTT-F01036,Chiamaka,Adeyemi,Imo,ALC-044,3,UI/UX Design,2024-08-28,complete,certified,South-East
3MTT-F00411,Ifeanyi,Aliyu,Kaduna,ALC-015,4,Product Management,2024-08-28,incomplete,not certified,North-West
3MTT-F01150,Ekene,Nwachukwu,Imo,ALC-044,3,Product Management,2024-08-28,complete,certified,South-East
3MTT-F00566,Nneka,Okonkwo,Kaduna,ALC-015,4,Data Analysis,2024-08-28,complete,certified,North-West
3MTT-F00957,Yusuf,Aliyu,Edo,ALC-041,3,AI/ML,2024-08-29,complete,certified,South-South
3MTT-F00315,Adaeze,Yakubu,Bayelsa,ALC-021,4,UI/UX Design,2024-08-29,complete,certified,South-South
3MTT-F01033,Ifeanyi,Nwosu,Jigawa,ALC-014,3,Cloud Computing,2024-08-29,incomplete,not certified,North-West
3MTT-F00458,Obinna,Adeyemi,Kano,ALC-004,4,DevOps,2024-08-29,incomplete,not certified,North-West
3MTT-F00782,Amina,Badmus,Delta,ALC-023,3,Cloud Computing,2024-08-29,incomplete,not certified,South-South
3MTT-F01064,Grace,Chukwu,Enugu,ALC-048,4,Software Development,2024-08-29,complete,certified,South-East
3MTT-F00992,Chinwe,Adegoke,Bauchi,ALC-006,4,Data Analysis,2024-08-29,incomplete,not certified,North-East
3MTT-F00611,Ekene,Ike,Borno,ALC-030,4,Software Development,2024-08-30,incomplete,not certified,North-East
3MTT-F00559,Kayode,Chukwu,Ebonyi,ALC-038,4,Cloud Computing,2024-08-30,incomplete,not certified,South-East
3MTT-F00968,Chukwuemeka,Bello,Nasarawa,ALC-051,3,Product Management,2024-08-30,complete,certified,North-Central
3MTT-F01039,Babatunde,Aliyu,Kano,ALC-004,4,DevOps,2024-08-31,incomplete,not certified,North-West
3MTT-F00075,Oluwafemi,Lawal,Rivers,ALC-042,4,UI/UX Design,2024-08-31,incomplete,not certified,South-West
3MTT-F00518,Chiamaka,Musa,Sokoto,ALC-047,3,UI/UX Design,2024-08-31,complete,certified,North-West
3MTT-F00364,Amina,Ibrahim,Borno,ALC-030,3,AI/ML,2024-09-01,incomplete,not certified,North-East
3MTT-F00175,Adaeze,Effiong,Cross River,ALC-010,3,Data Analysis,2024-09-01,incomplete,not certified,South-South
3MTT-F00933,Suleiman,Ojo,Bauchi,ALC-006,4,AI/ML,2024-09-01,incomplete,not certified,North-East
3MTT-F00195,Halima,Badmus,Imo,ALC-035,3,Software Development,2024-09-01,incomplete,not certified,South-East
3MTT-F00993,Chiamaka,Anyanwu,Edo,ALC-041,4,Cloud Computing,2024-09-01,complete,certified,South-South
3MTT-F00643,Segun,Eze,Akwa Ibom,ALC-027,4,DevOps,2024-09-01,complete,certified,South-South
3MTT-F00086,Chiamaka,Lawal,Gombe,ALC-026,4,Data Analysis,2024-09-01,incomplete,not certified,North-East
3MTT-F00285,Kayode,Effiong,Abia,ALC-002,4,Cybersecurity,2024-09-01,complete,certified,North-Central
3MTT-F00619,Grace,Abubakar,Anambra,ALC-028,4,UI/UX Design,2024-09-01,complete,certified,South-East
3MTT-F00764,Segun,Adeyemi,Ondo,ALC-042,4,UI/UX Design,2024-09-02,complete,certified,South-West
3MTT-F00474,Grace,Abubakar,Jigawa,ALC-014,4,UI/UX Design,2024-09-02,complete,not certified,North-West
3MTT-F00462,Chinwe,Okonkwo,Osun,ALC-046,4,AI/ML,2024-09-02,complete,certified,South-West
3MTT-F00305,Segun,Ibrahim,Rivers,ALC-007,4,Data Analysis,2024-09-02,complete,certified,North-Central
3MTT-F00087,Umar,Nwachukwu,Kaduna,ALC-022,4,UI/UX Design,2024-09-03,complete,certified,North-West
3MTT-F00325,Ifeanyi,Adegoke,Lagos,ALC-016,4,Data Analysis,2024-09-03,incomplete,not certified,South-West
3MTT-F00700,Grace,Anyanwu,Anambra,ALC-028,4,Product Management,2024-09-03,complete,certified,South-East
3MTT-F01006,Nneka,Anyanwu,Kaduna,ALC-022,3,Product Management,2024-09-03,complete,certified,North-West
3MTT-F00922,Grace,Adegoke,Delta,ALC-023,3,UI/UX Design,2024-09-03,complete,certified,South-South
3MTT-F00077,Maryam,Ojo,Cross River,ALC-027,4,UI/UX Design,2024-09-03,complete,certified,South-South
3MTT-F00304,Dele,Sule,Ebonyi,ALC-038,4,AI/ML,2024-09-04,incomplete,not certified,South-East
3MTT-F00239,Segun,Musa,Adamawa,ALC-043,3,Data Analysis,2024-09-05,incomplete,not certified,North-East
3MTT-F00005,Grace,Abubakar,Jigawa,ALC-031,4,Cloud Computing,2024-09-05,complete,certified,North-West
3MTT-F00293,Kayode,Anyanwu,Ekiti,ALC-039,3,Product Management,2024-09-05,complete,certified,North-West
3MTT-F00489,Chukwuemeka,Adeyemi,Nasarawa,ALC-051,3,Software Development,2024-09-06,incomplete,not certified,North-Central
3MTT-F00725,Temitope,Nwachukwu,Ondo,ALC-020,3,UI/UX Design,2024-09-06,incomplete,not certified,South-West
3MTT-F00151,Ifeanyi,Adegoke,Kogi,ALC-UNKNOWN,3,Product Management,2024-09-06,incomplete,not certified,
3MTT-F00278,Chinwe,Lawal,Niger,ALC-034,4,Software Development,2024-09-06,complete,not certified,North-Central
3MTT-F00999,Babatunde,Effiong,Ogun,ALC-038,4,Product Management,2024-09-07,complete,certified,South-East
3MTT-F00297,Babatunde,Badmus,Ondo,ALC-008,3,Cloud Computing,2024-09-07,incomplete,not certified,South-West
3MTT-F01011,Temitope,Nwachukwu,Oyo,ALC-049,4,DevOps,2024-09-07,complete,certified,South-West
3MTT-F00365,Nneka,Hassan,Jigawa,ALC-031,4,Cloud Computing,2024-09-08,complete,certified,North-West
3MTT-F00741,Fatima,Eze,Ondo,ALC-042,3,Cloud Computing,2024-09-08,incomplete,not certified,South-West
3MTT-F00757,Adaeze,Nwachukwu,Akwa Ibom,ALC-012,4,Software Development,2024-09-08,incomplete,not certified,North-Central
3MTT-F00429,Chiamaka,Bello,Enugu,ALC-048,4,Software Development,2024-09-08,incomplete,not certified,South-East
3MTT-F00157,Yusuf,Adegoke,Taraba,ALC-050,4,DevOps,2024-09-08,incomplete,not certified,North-East
3MTT-F01116,Chiamaka,Bello,Jigawa,ALC-031,3,AI/ML,2024-09-08,incomplete,not certified,North-West
3MTT-F00685,Obinna,Musa,Nasarawa,ALC-051,3,Cloud Computing,2024-09-08,complete,certified,North-Central
3MTT-F00262,Zainab,Effiong,Zamfara,ALC-046,3,Product Management,2024-09-08,incomplete,not certified,South-West
3MTT-F00302,Ekene,Afolabi,Delta,ALC-023,4,Cybersecurity,2024-09-08,incomplete,not certified,South-South
3MTT-F00698,Bola,Adeyemi,Niger,ALC-013,4,UI/UX Design,2024-09-09,complete,certified,North-Central
3MTT-F00760,Halima,Garba,Adamawa,ALC-043,4,Cybersecurity,2024-09-09,incomplete,not certified,North-East
3MTT-F00596,Chukwuemeka,Garba,Ekiti,ALC-054,3,Product Management,2024-09-10,incomplete,not certified,North-West
3MTT-F00678,Nnamdi,Afolabi,Edo,ALC-041,3,DevOps,2024-09-10,complete,certified,South-South
3MTT-F01038,Chinwe,Effiong,Lagos,ALC-UNKNOWN,4,Cybersecurity,2024-09-10,complete,certified,
3MTT-F00567,Zainab,Aliyu,Ebonyi,ALC-038,4,DevOps,2024-09-10,incomplete,not certified,South-East
3MTT-F00060,Bola,Abubakar,Akwa Ibom,ALC-047,3,Data Analysis,2024-09-10,incomplete,not certified,North-West
3MTT-F00081,Chukwuemeka,Aliyu,Plateau,ALC-007,4,DevOps,2024-09-11,complete,certified,North-Central
3MTT-F01043,Adaeze,Okonkwo,Nasarawa,ALC-051,3,AI/ML,2024-09-11,complete,not certified,North-Central
3MTT-F00398,Oluwafemi,Nwachukwu,Zamfara,ALC-051,4,Product Management,2024-09-12,complete,certified,North-Central
3MTT-F00895,Chinwe,Eze,Borno,ALC-030,4,Cloud Computing,2024-09-12,complete,certified,North-East
3MTT-F00341,Yusuf,Adeyemi,Ondo,ALC-042,3,Data Analysis,2024-09-12,incomplete,not certified,South-West
